 Static Characterization 
  
 Command: 5.00% 	Waiting for steady state Waiting for steady state Waiting for steady state  
 T [mus] 	rpm 	 rpm 	 s1 	 mA 	  
 459813054 	 5985.63 	 14.53 	 97.66 	 48.83 	  
 459873182 	 5986.43 	 15.91 	 227.87 	 184.86 	  
 459933406 	 5978.48 	 2.38 	 113.93 	 112.76 	  
 459993532 	 5979.27 	 1.38 	 113.93 	 74.59 	  
 460053662 	 6004.00 	 2.77 	 227.87 	 171.48 	  
 460113820 	 5994.41 	 13.83 	 341.80 	 176.05 	  
 460174018 	 5979.27 	 1.38 	 130.21 	 74.59 	  
 460234128 	 6005.60 	 1.39 	 65.10 	 56.38 	  
 460294240 	 5995.20 	 12.45 	 65.10 	 28.19 	  
 460354426 	 6003.20 	 1.39 	 113.93 	 56.38 	  
 460414594 	 5979.27 	 1.38 	 211.59 	 220.18 	  
 460474788 	 5977.68 	 1.38 	 81.38 	 28.19 	  
 460534894 	 5996.00 	 13.20 	 113.93 	 112.76 	  
 460595098 	 5977.68 	 1.38 	 179.04 	 156.96 	  
 460655252 	 5979.27 	 1.38 	 97.66 	 84.57 	  
 460715344 	 5995.20 	 14.58 	 81.38 	 101.64 	  
 460775536 	 5977.68 	 2.75 	 97.66 	 48.83 	  
 460835634 	 5986.43 	 15.91 	 81.38 	 140.95 	  
 460895848 	 5980.07 	 1.38 	 146.48 	 84.57 	  
 460955960 	 5995.20 	 14.58 	 146.48 	 84.57 	  
 461016128 	 5979.27 	 1.38 	 113.93 	 122.88 	  
 461076286 	 5996.00 	 15.41 	 113.93 	 56.38 	  
 461136428 	 5979.27 	 1.38 	 81.38 	 28.19 	  
 461196522 	 5994.41 	 15.95 	 48.83 	 0.00 	  
 461256498 	 5996.00 	 15.41 	 48.83 	 48.83 	  
 461316810 	 5987.23 	 15.36 	 162.76 	 74.59 	  
 461377008 	 5978.48 	 2.38 	 113.93 	 122.88 	  
 461437160 	 5976.89 	 1.37 	 130.21 	 101.64 	  
 461497326 	 6004.00 	 1.39 	 81.38 	 28.19 	  
 461557416 	 5996.00 	 13.20 	 65.10 	 112.76 	  
 461617608 	 6005.60 	 1.39 	 195.31 	 169.15 	  
 461677774 	 5977.68 	 2.75 	 130.21 	 149.17 	  
 461737932 	 6004.00 	 1.39 	 48.83 	 84.57 	  
 461798018 	 5996.80 	 15.96 	 130.21 	 28.19 	  
 461858232 	 5976.89 	 1.37 	 113.93 	 240.86 	  
 461918388 	 5977.68 	 2.75 	 97.66 	 129.19 	  
 461978492 	 5994.41 	 15.95 	 97.66 	 84.57 	  
 462038638 	 5988.82 	 15.92 	 146.48 	 84.57 	  
 462098824 	 5976.89 	 1.37 	 113.93 	 101.64 	  
 462158978 	 5977.68 	 2.75 	 195.31 	 176.05 	  
 462219120 	 5976.89 	 1.37 	 65.10 	 74.59 	  
 462279232 	 5980.07 	 1.38 	 325.52 	 101.64 	  
 462339428 	 5977.68 	 1.38 	 81.38 	 56.38 	  
 462399534 	 5978.48 	 2.38 	 227.87 	 149.17 	  
 462459730 	 5977.68 	 1.38 	 130.21 	 184.86 	  
 462519890 	 5978.48 	 2.38 	 97.66 	 48.83 	  
 462579958 	 5977.68 	 1.38 	 341.80 	 84.57 	  
 462640148 	 5992.81 	 15.70 	 162.76 	 122.88 	  
 462700334 	 5985.63 	 14.53 	 244.14 	 84.57 	  
 462760466 	 5978.48 	 14.49 	 130.21 	 74.59 	  
 462820610 	 5993.61 	 1.38 	 244.14 	 176.05 	  
 462880758 	 5995.20 	 2.40 	 227.87 	 230.75 	  
 462940908 	 5986.43 	 17.28 	 162.76 	 28.19 	  
 463001088 	 5969.75 	 1.37 	 65.10 	 74.59 	  
 463061198 	 5993.61 	 1.38 	 292.97 	 176.05 	  
 463121394 	 5986.43 	 1.38 	 292.97 	 0.00 	  
 463181372 	 5976.89 	 15.31 	 244.14 	 297.01 	  
 463241764 	 5986.43 	 1.38 	 97.66 	 84.57 	  
 463301856 	 5976.10 	 16.50 	 195.31 	 169.15 	  
 463362096 	 5986.43 	 1.38 	 97.66 	 97.66 	  
 463422174 	 5986.43 	 3.65 	 211.59 	 197.34 	  
 463482430 	 5968.96 	 14.45 	 195.31 	 0.00 	  
 463542406 	 5984.84 	 1.38 	 97.66 	 0.00 	  
 463602508 	 5986.43 	 1.38 	 113.93 	 74.59 	  
 463662882 	 5984.84 	 1.38 	 227.87 	 149.17 	  
 463723080 	 5988.02 	 2.39 	 48.83 	 0.00 	  
 463782990 	 5984.04 	 1.38 	 97.66 	 48.83 	  
 463843344 	 5985.63 	 2.39 	 48.83 	 48.83 	  
 463903500 	 5984.84 	 1.38 	 211.59 	 156.96 	  
 463963742 	 5988.02 	 2.39 	 390.63 	 0.00 	  
 464023692 	 5984.84 	 1.38 	 146.48 	 176.05 	  
 464084070 	 5985.63 	 2.39 	 65.10 	 28.19 	  
 464144190 	 5984.84 	 1.38 	 97.66 	 48.83 	  
 464204378 	 5977.68 	 15.86 	 113.93 	 74.59 	  
 464264594 	 5984.84 	 1.38 	 211.59 	 156.96 	  
 464324744 	 5985.63 	 2.39 	 244.14 	 297.01 	  
 464384908 	 5984.84 	 1.38 	 374.35 	 197.34 	  
 464445122 	 5977.68 	 15.86 	 292.97 	 223.76 	  
 464505298 	 5985.63 	 2.39 	 130.21 	 101.64 	  
 464565408 	 5984.84 	 2.76 	 97.66 	 129.19 	  
 464625556 	 5984.84 	 1.38 	 97.66 	 48.83 	  
 464685696 	 5985.63 	 2.39 	 439.45 	 97.66 	  
 464745882 	 5986.43 	 1.38 	 65.10 	 74.59 	  
 464806044 	 5985.63 	 2.39 	 162.76 	 101.64 	  
 464866244 	 5984.84 	 1.38 	 113.93 	 74.59 	  
 464926384 	 5968.17 	 15.27 	 227.87 	 171.48 	  
 464986584 	 5986.43 	 1.38 	 341.80 	 48.83 	  
 465046686 	 5985.63 	 2.39 	 260.42 	 74.59 	  
 465106860 	 5984.84 	 1.38 	 97.66 	 48.83 	  
 465167000 	 5985.63 	 2.39 	 48.83 	 84.57 	  
 465227144 	 5985.63 	 2.39 	 81.38 	 74.59 	  
 465287326 	 5984.84 	 1.38 	 244.14 	 129.19 	  
 465347570 	 5986.43 	 1.38 	 244.14 	 244.14 	  
 465407734 	 5985.63 	 2.39 	 162.76 	 101.64 	  
 465467886 	 5985.63 	 2.39 	 211.59 	 281.91 	  
 465528044 	 5984.04 	 1.38 	 48.83 	 48.83 	  
 465588158 	 5986.43 	 1.38 	 211.59 	 149.17 	  
 465648400 	 5985.63 	 2.39 	 244.14 	 176.05 	  
 465708532 	 5985.63 	 2.39 	 162.76 	 74.59 	  
 465768684 	 5976.10 	 14.48 	 244.14 	 223.76 	  
 465828902 	 5986.43 	 1.38 	 162.76 	 74.59 	  
 465889012 	 5985.63 	 2.39 	 97.66 	 48.83 	  
 465949124 	 5985.63 	 2.39 	 146.48 	 97.66 	  
 466009308 	 5984.84 	 1.38 	 48.83 	 48.83 	  
 466069468 	 5986.43 	 1.38 	 179.04 	 225.53 	  
 466129708 	 5984.84 	 1.38 	 146.48 	 129.19 	  
 466189880 	 5986.43 	 1.38 	 113.93 	 74.59 	  
 466250050 	 5976.10 	 16.50 	 113.93 	 74.59 	  
 466310264 	 5986.43 	 1.38 	 195.31 	 97.66 	  
 466370402 	 5984.04 	 1.38 	 146.48 	 48.83 	  
 466430568 	 5986.43 	 1.38 	 146.48 	 97.66 	  
 466490764 	 5989.62 	 6.90 	 48.83 	 48.83 	  
 466550916 	 5977.68 	 15.32 	 227.87 	 277.65 	  
 466611200 	 5984.84 	 13.79 	 292.97 	 48.83 	  
 466671334 	 5986.43 	 13.16 	 244.14 	 212.84 	  
 466731534 	 5978.48 	 16.51 	 292.97 	 258.37 	  
 466791708 	 5984.84 	 15.90 	 81.38 	 56.38 	  
 466851858 	 5978.48 	 14.49 	 244.14 	 97.66 	  
 466912074 	 5995.20 	 14.58 	 244.14 	 195.31 	  
 466972276 	 5980.07 	 1.38 	 48.83 	 48.83 	  
 467032384 	 5976.89 	 1.37 	 32.55 	 28.19 	  
 467092592 	 5986.43 	 14.00 	 97.66 	 129.19 	  
 467152796 	 5985.63 	 16.55 	 48.83 	 84.57 	  
 467212952 	 5978.48 	 2.38 	 65.10 	 28.19 	  
 467273102 	 5979.27 	 1.38 	 113.93 	 74.59 	  
 467333320 	 5985.63 	 14.53 	 130.21 	 101.64 	  
 467393546 	 5986.43 	 15.91 	 146.48 	 146.48 	  
 467453734 	 5978.48 	 2.38 	 81.38 	 74.59 	  
 467513826 	 5996.80 	 15.96 	 65.10 	 28.19 	  
 467574030 	 5976.89 	 1.37 	 179.04 	 74.59 	  
 467634218 	 5978.48 	 2.38 	 146.48 	 129.19 	  
 467694406 	 5985.63 	 14.53 	 211.59 	 122.88 	  
 467754610 	 5978.48 	 2.38 	 113.93 	 101.64 	  
 467814716 	 6003.20 	 1.39 	 81.38 	 56.38 	  
 467874844 	 6004.80 	 2.40 	 32.55 	 74.59 	  
 467934998 	 5977.68 	 1.38 	 162.76 	 74.59 	  
 467995214 	 5980.07 	 1.38 	 97.66 	 97.66 	  
 468055342 	 5976.89 	 1.37 	 179.04 	 112.76 	  
 468115560 	 5996.80 	 13.84 	 81.38 	 28.19 	  
 468175692 	 5976.89 	 1.37 	 48.83 	 0.00 	  
 468235652 	 5980.07 	 1.38 	 48.83 	 84.57 	  
 468295998 	 5976.89 	 1.37 	 32.55 	 56.38 	  
 468356160 	 5977.68 	 2.75 	 48.83 	 48.83 	  
 468416292 	 6004.00 	 1.39 	 130.21 	 140.95 	  
 468476504 	 5980.07 	 1.38 	 195.31 	 97.66 	  
 468536624 	 5995.20 	 14.58 	 292.97 	 176.05 	  
 468596834 	 5979.27 	 1.38 	 146.48 	 0.00 	  
 468656766 	 5995.20 	 14.58 	 113.93 	 112.76 	  
 468717158 	 5978.48 	 2.38 	 211.59 	 203.29 	  
 468777294 	 5976.89 	 1.37 	 276.69 	 56.38 	  
 468837430 	 5988.02 	 14.54 	 81.38 	 56.38 	  
 468897576 	 5977.68 	 1.38 	 292.97 	 223.76 	  
 468957758 	 5987.23 	 15.36 	 48.83 	 48.83 	  
 469017856 	 5995.20 	 14.58 	 146.48 	 84.57 	  
 469078040 	 5987.23 	 13.16 	 227.87 	 197.34 	  
 469138218 	 6004.80 	 2.40 	 97.66 	 48.83 	  
 469198254 	 5996.00 	 13.20 	 309.24 	 184.86 	  
 469258512 	 5977.68 	 1.38 	 276.69 	 122.88 	  
 469318654 	 5976.89 	 1.37 	 146.48 	 48.83 	  
 469378756 	 5987.23 	 13.16 	 65.10 	 74.59 	  
 469438914 	 5978.48 	 2.38 	 81.38 	 74.59 	  
 469499030 	 5977.68 	 2.75 	 113.93 	 74.59 	  
 469559218 	 5976.89 	 1.37 	 162.76 	 101.64 	  
 469619404 	 5979.27 	 1.38 	 65.10 	 56.38 	  
 469679480 	 5986.43 	 15.91 	 130.21 	 56.38 	  
 469739664 	 5995.20 	 12.45 	 32.55 	 56.38 	  
 469799786 	 5976.89 	 1.37 	 227.87 	 149.17 	  
 469859962 	 6006.41 	 1.39 	 113.93 	 56.38 	  
 469920082 	 5977.68 	 1.38 	 130.21 	 74.59 	  
 469980238 	 5996.80 	 13.84 	 113.93 	 74.59 	  
 470040412 	 5976.89 	 1.37 	 179.04 	 171.48 	  
 470100558 	 5997.60 	 14.59 	 179.04 	 268.92 	  
 470160722 	 5976.89 	 1.37 	 211.59 	 112.76 	  
 470220864 	 5987.23 	 13.16 	 81.38 	 74.59 	  
 470280994 	 5976.89 	 1.37 	 113.93 	 149.17 	  
 470341166 	 5978.48 	 2.38 	 97.66 	 0.00 	  
 470401052 	 5976.89 	 1.37 	 276.69 	 203.29 	  
 470461436 	 5988.02 	 18.97 	 244.14 	 223.76 	  
 470521584 	 5987.23 	 11.79 	 130.21 	 56.38 	  
 470581698 	 5986.43 	 17.28 	 195.31 	 176.05 	  
 470641850 	 5985.63 	 16.72 	 162.76 	 149.17 	  
 470701984 	 5976.10 	 16.50 	 113.93 	 28.19 	  
 470762090 	 5988.02 	 16.56 	 260.42 	 197.34 	  
 470822246 	 5984.84 	 13.79 	 113.93 	 56.38 	  
 470882368 	 5986.43 	 17.28 	 146.48 	 97.66 	  
 470942494 	 5977.68 	 17.23 	 211.59 	 28.19 	  
 471002630 	 5992.81 	 4.15 	 195.31 	 212.84 	  
 471062754 	 5984.04 	 1.38 	 130.21 	 74.59 	  
 471122864 	 5984.84 	 1.38 	 81.38 	 28.19 	  
 471182970 	 5986.43 	 1.38 	 81.38 	 101.64 	  
 471243122 	 5984.84 	 1.38 	 48.83 	 48.83 	  
 471303192 	 5995.20 	 14.58 	 113.93 	 74.59 	  
 471363382 	 5984.04 	 1.38 	 97.66 	 48.83 	  
 471423448 	 5985.63 	 2.39 	 325.52 	 203.29 	  
 471483630 	 5984.04 	 1.38 	 81.38 	 28.19 	  
 471543730 	 5984.84 	 1.38 	 211.59 	 171.48 	  
 471603908 	 5985.63 	 2.39 	 358.07 	 171.48 	  
 471664010 	 5992.81 	 14.56 	 211.59 	 140.95 	  
 471724164 	 5985.63 	 2.39 	 130.21 	 101.64 	  
 471784256 	 5984.84 	 1.38 	 81.38 	 28.19 	  
 471844344 	 5986.43 	 1.38 	 113.93 	 112.76 	  
 471904496 	 5984.04 	 1.38 	 48.83 	 48.83 	  
 471964546 	 5984.04 	 1.38 	 276.69 	 230.75 	  
 472024738 	 5986.43 	 1.38 	 260.42 	 101.64 	  
 472084856 	 5993.61 	 15.95 	 325.52 	 74.59 	  
 472144970 	 5986.43 	 1.38 	 211.59 	 203.29 	  
 472205086 	 5986.43 	 3.65 	 195.31 	 258.37 	  
 472265208 	 5995.20 	 14.58 	 81.38 	 74.59 	  
 472325298 	 5985.63 	 2.39 	 97.66 	 84.57 	  
 472385384 	 5984.84 	 1.38 	 146.48 	 97.66 	  
 472445562 	 5986.43 	 1.38 	 81.38 	 56.38 	  
 472505682 	 5984.04 	 1.38 	 162.76 	 101.64 	  
 472565838 	 5986.43 	 1.38 	 244.14 	 223.76 	  
 472625954 	 5984.04 	 1.38 	 179.04 	 184.86 	  
 472686074 	 5986.43 	 1.38 	 113.93 	 74.59 	  
 472746186 	 5985.63 	 2.39 	 130.21 	 101.64 	  
 472806316 	 5984.84 	 1.38 	 113.93 	 112.76 	  
 472866432 	 5988.02 	 2.39 	 195.31 	 129.19 	  
 472926532 	 5992.81 	 14.56 	 146.48 	 97.66 	  
 472986664 	 5986.43 	 1.38 	 146.48 	 129.19 	  
 473046796 	 5985.63 	 2.39 	 130.21 	 74.59 	  
 473106884 	 5986.43 	 1.38 	 81.38 	 56.38 	  
 473166984 	 5993.61 	 14.03 	 81.38 	 28.19 	  
 473227130 	 5992.81 	 14.56 	 130.21 	 149.17 	  
 473287308 	 5987.23 	 1.38 	 48.83 	 0.00 	  
 473347162 	 5992.81 	 14.56 	 146.48 	 129.19 	  
 473407534 	 5986.43 	 1.38 	 244.14 	 304.93 	  
 473467650 	 5986.43 	 3.65 	 130.21 	 101.64 	  
 473527776 	 5995.20 	 16.60 	 244.14 	 129.19 	  
 473587898 	 5994.41 	 13.19 	 195.31 	 146.48 	  
 473648022 	 5984.84 	 1.38 	 292.97 	 169.15 	  
 473708132 	 5987.23 	 1.38 	 97.66 	 48.83 	  
 473768204 	 5984.84 	 1.38 	 423.18 	 101.64 	  
 473828404 	 5985.63 	 2.39 	 81.38 	 28.19 	  
 473888460 	 5985.63 	 2.39 	 81.38 	 28.19 	  
 473948578 	 5995.20 	 14.58 	 32.55 	 56.38 	  
 474008744 	 5985.63 	 2.39 	 195.31 	 129.19 	  
 474068892 	 5984.84 	 1.38 	 146.48 	 129.19 	  
 474129048 	 5987.23 	 2.76 	 374.35 	 74.59 	  
 474189160 	 5984.84 	 1.38 	 65.10 	 74.59 	  
 474249272 	 5985.63 	 2.39 	 162.76 	 56.38 	  
 474309442 	 5984.84 	 1.38 	 260.42 	 122.88 	  
 474369622 	 5986.43 	 1.38 	 358.07 	 101.64 	  
 474429746 	 5984.84 	 1.38 	 244.14 	 212.84 	  
 474489876 	 5985.63 	 2.39 	 130.21 	 74.59 	  
 474549982 	 5985.63 	 2.39 	 211.59 	 156.96 	  
 474610142 	 5985.63 	 2.39 	 48.83 	 48.83 	  
 474670238 	 5984.84 	 1.38 	 97.66 	 97.66 	  
 474730402 	 5984.84 	 1.38 	 81.38 	 101.64 	  
 474790604 	 5985.63 	 2.39 	 195.31 	 97.66 	  
 474850722 	 5985.63 	 2.39 	 260.42 	 240.86 	  
 474910896 	 5985.63 	 2.39 	 179.04 	 74.59 	  
 474971018 	 5984.84 	 1.38 	 146.48 	 97.66 	  
 475031170 	 5976.89 	 13.12 	 195.31 	 176.05 	  
 475091384 	 5986.43 	 1.38 	 81.38 	 28.19 	  
 475151468 	 5985.63 	 2.39 	 309.24 	 250.57 	  
 475211642 	 5984.84 	 1.38 	 97.66 	 0.00 	  
 475271566 	 5987.23 	 1.38 	 81.38 	 56.38 	  
 475331888 	 5992.81 	 16.59 	 227.87 	 122.88 	  
 475392110 	 5985.63 	 2.39 	 113.93 	 74.59 	  
 475452218 	 5987.23 	 6.90 	 244.14 	 129.19 	  
 475512388 	 5996.00 	 1.38 	 179.04 	 112.76 	  
 475572524 	 5976.89 	 15.86 	 260.42 	 197.34 	  
 475632714 	 5995.20 	 2.40 	 81.38 	 56.38 	  
 475692768 	 5985.63 	 14.53 	 162.76 	 74.59 	  
 475752986 	 5995.20 	 2.40 	 97.66 	 84.57 	  
 475813078 	 5994.41 	 1.38 	 309.24 	 171.48 	  
 475873306 	 5995.20 	 2.40 	 179.04 	 184.86 	  
 475933440 	 5975.30 	 3.64 	 179.04 	 140.95 	  
 475993604 	 5996.80 	 15.96 	 244.14 	 146.48 	  
 476053762 	 5985.63 	 14.53 	 211.59 	 171.48 	  
 476113946 	 5979.27 	 1.38 	 146.48 	 48.83 	  
 476174054 	 5978.48 	 2.38 	 260.42 	 184.86 	  
 476234220 	 5978.48 	 2.38 	 32.55 	 56.38 	  
 476294322 	 5977.68 	 1.38 	 309.24 	 101.64 	  
 476354528 	 6003.20 	 1.39 	 113.93 	 74.59 	  
 476414660 	 5978.48 	 2.38 	 130.21 	 74.59 	  
 476474804 	 5978.48 	 2.38 	 179.04 	 101.64 	  
 476534968 	 5996.00 	 13.20 	 130.21 	 112.76 	  
 476595156 	 5976.89 	 1.37 	 130.21 	 112.76 	  
 476655292 	 5987.23 	 15.36 	 276.69 	 101.64 	  
 476715460 	 5996.00 	 17.34 	 97.66 	 84.57 	  
 476775548 	 5996.00 	 13.20 	 260.42 	 149.17 	  
 476835760 	 5977.68 	 1.38 	 227.87 	 112.76 	  
 476895906 	 5979.27 	 1.38 	 244.14 	 212.84 	  
 476956034 	 6003.20 	 1.39 	 162.76 	 101.64 	  
 477016192 	 5978.48 	 2.38 	 81.38 	 74.59 	  
 477076286 	 5976.89 	 1.37 	 244.14 	 146.48 	  
 477136480 	 5980.07 	 1.38 	 81.38 	 56.38 	  
 477196578 	 5995.20 	 14.58 	 146.48 	 129.19 	  
 477256792 	 5978.48 	 2.38 	 179.04 	 112.76 	  
 477316924 	 5976.89 	 1.37 	 81.38 	 56.38 	  
 477377026 	 5987.23 	 15.36 	 292.97 	 48.83 	  
 477437202 	 5985.63 	 14.53 	 162.76 	 140.95 	  
 477497386 	 6005.60 	 1.39 	 48.83 	 48.83 	  
 477557450 	 5978.48 	 2.38 	 81.38 	 28.19 	  
 477617610 	 5987.23 	 13.16 	 130.21 	 101.64 	  
 477677840 	 6003.20 	 1.39 	 162.76 	 74.59 	  
 477737946 	 5977.68 	 1.38 	 179.04 	 112.76 	  
 477798118 	 6004.80 	 2.40 	 146.48 	 97.66 	  
 477858204 	 6005.60 	 1.39 	 390.63 	 97.66 	  
 477918368 	 6004.00 	 2.77 	 374.35 	 184.86 	  
 477978548 	 5977.68 	 1.38 	 113.93 	 28.19 	  
 478038688 	 5996.80 	 15.96 	 162.76 	 140.95 	  
 478098882 	 5977.68 	 1.38 	 97.66 	 48.83 	  
 478158958 	 5978.48 	 2.38 	 309.24 	 156.96 	  
 478219140 	 5995.20 	 14.58 	 260.42 	 230.75 	  
 478279298 	 5997.60 	 14.59 	 65.10 	 28.19 	  
 478339394 	 5976.89 	 1.37 	 276.69 	 56.38 	  
 478399550 	 5978.48 	 2.38 	 292.97 	 271.86 	  
 478459706 	 5976.89 	 1.37 	 162.76 	 101.64 	  
 478519864 	 5988.02 	 14.54 	 130.21 	 101.64 	  
 478580020 	 5994.41 	 15.95 	 195.31 	 176.05 	  
 478640178 	 5979.27 	 1.38 	 146.48 	 97.66 	  
 478700284 	 5978.48 	 2.38 	 65.10 	 28.19 	  
 478760398 	 5996.00 	 17.34 	 292.97 	 176.05 	  
 478820620 	 6003.20 	 1.39 	 146.48 	 48.83 	  
 478880748 	 5978.48 	 2.38 	 195.31 	 176.05 	  
 478940932 	 5979.27 	 3.64 	 146.48 	 84.57 	  
 479001066 	 5978.48 	 2.38 	 179.04 	 184.86 	  
 479061232 	 5976.89 	 1.37 	 65.10 	 28.19 	  
 479121356 	 5976.89 	 1.37 	 130.21 	 140.95 	  
 479181554 	 5978.48 	 2.38 	 211.59 	 149.17 	  
 479241678 	 5987.23 	 13.16 	 179.04 	 122.88 	  
 479301876 	 5995.20 	 16.77 	 195.31 	 169.15 	  
 479362030 	 5977.68 	 1.38 	 97.66 	 48.83 	  
 479422092 	 5979.27 	 1.38 	 276.69 	 101.64 	  
  
 Command: 8.75% 	Waiting for steady state Waiting for steady state Waiting for steady state  
 T [mus] 	rpm 	 rpm 	 s1 	 mA 	  
       	val 	 err 	 val 	 err 	  
 543152638 	 5361.61 	 3.99 	 292.97 	 212.84 	  
 543217496 	 5370.57 	 0.00 	 16.27 	 28.19 	  
 543284348 	 5373.13 	 9.88 	 162.76 	 28.19 	  
 543351548 	 5366.09 	 4.00 	 146.48 	 169.15 	  
 543418620 	 5369.93 	 2.22 	 162.76 	 156.96 	  
 543485664 	 5364.81 	 3.32 	 32.55 	 28.19 	  
 543552654 	 5364.17 	 7.75 	 97.66 	 48.83 	  
 543619682 	 5369.29 	 1.11 	 65.10 	 112.76 	  
 543686784 	 5360.97 	 5.07 	 65.10 	 28.19 	  
 543753816 	 5368.65 	 3.33 	 162.76 	 101.64 	  
 543820896 	 5369.93 	 2.22 	 179.04 	 149.17 	  
 543887920 	 5370.57 	 11.70 	 260.42 	 122.88 	  
 543955010 	 5373.78 	 4.01 	 81.38 	 140.95 	  
 544022002 	 5365.45 	 8.86 	 211.59 	 74.59 	  
 544089048 	 5376.99 	 12.24 	 113.93 	 74.59 	  
 544156132 	 5369.93 	 1.11 	 130.21 	 28.19 	  
 544223144 	 5367.37 	 4.00 	 130.21 	 184.86 	  
 544290198 	 5375.70 	 9.89 	 130.21 	 112.76 	  
 544357246 	 5370.57 	 1.92 	 81.38 	 56.38 	  
 544424222 	 5376.99 	 8.69 	 195.31 	 48.83 	  
 544491296 	 5365.45 	 4.43 	 195.31 	 297.01 	  
 544558378 	 5368.65 	 0.00 	 179.04 	 184.86 	  
 544625282 	 5365.45 	 2.93 	 146.48 	 129.19 	  
 544692480 	 5371.21 	 17.45 	 65.10 	 28.19 	  
 544759496 	 5370.57 	 0.00 	 97.66 	 84.57 	  
 544826370 	 5369.29 	 6.18 	 162.76 	 156.96 	  
 544893606 	 5367.37 	 4.00 	 113.93 	 74.59 	  
 544960616 	 5369.29 	 1.11 	 32.55 	 28.19 	  
 545027646 	 5371.21 	 11.10 	 97.66 	 48.83 	  
 545094710 	 5375.70 	 9.10 	 179.04 	 184.86 	  
 545161772 	 5365.45 	 7.27 	 179.04 	 74.59 	  
 545228794 	 5371.21 	 11.27 	 146.48 	 84.57 	  
 545295868 	 5364.17 	 7.75 	 65.10 	 28.19 	  
 545362860 	 5367.37 	 4.00 	 97.66 	 97.66 	  
 545429884 	 5385.35 	 1.12 	 162.76 	 28.19 	  
 545496992 	 5371.21 	 1.11 	 97.66 	 129.19 	  
 545564024 	 5370.57 	 7.69 	 211.59 	 171.48 	  
 545631070 	 5383.42 	 4.86 	 113.93 	 112.76 	  
 545698144 	 5369.29 	 1.11 	 48.83 	 48.83 	  
 545765116 	 5365.45 	 4.43 	 162.76 	 156.96 	  
 545832224 	 5373.13 	 9.88 	 113.93 	 74.59 	  
 545899246 	 5369.93 	 1.11 	 65.10 	 28.19 	  
 545966254 	 5376.34 	 16.80 	 113.93 	 101.64 	  
 546033364 	 5363.53 	 6.74 	 179.04 	 171.48 	  
 546100384 	 5369.29 	 1.11 	 162.76 	 122.88 	  
 546167436 	 5364.81 	 0.00 	 195.31 	 48.83 	  
 546234328 	 5368.01 	 4.44 	 97.66 	 84.57 	  
 546301474 	 5372.49 	 5.09 	 146.48 	 48.83 	  
 546368530 	 5371.21 	 11.27 	 81.38 	 56.38 	  
 546435594 	 5372.49 	 5.09 	 260.42 	 74.59 	  
 546502612 	 5374.42 	 8.39 	 146.48 	 169.15 	  
 546569672 	 5378.27 	 11.73 	 113.93 	 56.38 	  
 546636732 	 5369.93 	 1.11 	 211.59 	 240.86 	  
 546703764 	 5368.01 	 2.93 	 65.10 	 28.19 	  
 546770744 	 5369.29 	 8.00 	 162.76 	 140.95 	  
 546837830 	 5369.93 	 1.11 	 97.66 	 84.57 	  
 546904820 	 5370.57 	 5.77 	 195.31 	 48.83 	  
 546971886 	 5365.45 	 4.43 	 195.31 	 176.05 	  
 547038962 	 5369.93 	 1.11 	 211.59 	 156.96 	  
 547105996 	 5380.84 	 10.63 	 146.48 	 169.15 	  
 547173062 	 5371.21 	 6.75 	 276.69 	 230.75 	  
 547240096 	 5369.29 	 1.11 	 65.10 	 74.59 	  
 547307072 	 5376.34 	 16.69 	 195.31 	 169.15 	  
 547374196 	 5368.01 	 4.44 	 48.83 	 48.83 	  
 547441154 	 5370.57 	 0.00 	 211.59 	 122.88 	  
 547508116 	 5378.91 	 13.95 	 81.38 	 56.38 	  
 547575288 	 5373.13 	 4.44 	 162.76 	 28.19 	  
 547642320 	 5365.45 	 7.27 	 146.48 	 169.15 	  
 547709368 	 5371.85 	 12.22 	 179.04 	 28.19 	  
 547776436 	 5369.93 	 2.22 	 65.10 	 28.19 	  
 547843418 	 5367.37 	 2.22 	 130.21 	 112.76 	  
 547910486 	 5378.91 	 10.62 	 130.21 	 56.38 	  
 547977538 	 5369.29 	 1.11 	 244.14 	 223.76 	  
 548044568 	 5369.93 	 15.42 	 195.31 	 176.05 	  
 548111632 	 5376.34 	 12.03 	 81.38 	 28.19 	  
 548178634 	 5369.93 	 1.11 	 130.21 	 149.17 	  
 548245716 	 5366.73 	 1.92 	 146.48 	 48.83 	  
 548312712 	 5372.49 	 10.71 	 244.14 	 169.15 	  
 548379830 	 5370.57 	 0.00 	 244.14 	 176.05 	  
 548446692 	 5375.70 	 10.61 	 195.31 	 129.19 	  
 548513902 	 5377.63 	 8.03 	 162.76 	 56.38 	  
 548580886 	 5370.57 	 0.00 	 97.66 	 0.00 	  
 548647592 	 5364.81 	 1.92 	 113.93 	 28.19 	  
 548714984 	 5367.37 	 4.00 	 146.48 	 97.66 	  
 548782004 	 5364.81 	 8.36 	 260.42 	 250.57 	  
 548849108 	 5363.53 	 1.11 	 162.76 	 240.86 	  
 548916158 	 5364.17 	 7.75 	 195.31 	 146.48 	  
 548983164 	 5368.01 	 2.93 	 32.55 	 28.19 	  
 549050180 	 5364.81 	 1.92 	 179.04 	 28.19 	  
 549117256 	 5369.93 	 1.11 	 32.55 	 74.59 	  
 549184256 	 5368.01 	 2.93 	 130.21 	 74.59 	  
 549251318 	 5368.65 	 9.98 	 65.10 	 28.19 	  
